,Seconds,Date_Time,CO2ppm,WVppt,RefBP,DegC1,DegC2,Volts_6,FRB_mlmin,FRC_mlmin,TC1,TC1.1,RH_pct,Light_Lux,BP_kPa,Act_1,Act_2,Act_3,Act_4,Act_5,Act_6,Act_7,Act_8,Act_9,Act_10,Act_11,Act_12,Act_13,Act_14,Act_15,Act_16,c_FRC_mlmin,c_CO2ppm,CO2_mlmin,FlyChamber1,FlyChamber2,FlyChamber3,FlyChamber4,FlyChamber5,FlyChamber6,FlyChamber7,FlyChamber8,FlyChamber9,FlyChamber10,FlyChamber11,FlyChamber12,FlyChamber13,FlyChamber14,FlyChamber15,FlyChamber16,CO2_mlminFly1,CO2_mlminFly2,CO2_mlminFly3,CO2_mlminFly4,CO2_mlminFly5,CO2_mlminFly6,CO2_mlminFly7,CO2_mlminFly8,CO2_mlminFly9,CO2_mlminFly10,CO2_mlminFly11,CO2_mlminFly12,CO2_mlminFly13,CO2_mlminFly14,CO2_mlminFly15,CO2_mlminFly16
1784,1783,61962.9,-7.4711,25.0254,95.5377,4.9532,6.3721,2.5027,24.98,25.94,14,17.85,34.55,4.66,100.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.88697,3.71E-07,9.60E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.60E-06,0,0
1785,1784,61962.9,-7.4721,25.0361,95.5367,4.9546,6.3636,2.5035,24.99,25.9,14,17.85,34.55,4.72,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.88846,3.80E-07,9.84E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.84E-06,0,0
1786,1785,61962.9,-7.472,25.0183,95.5393,4.9515,6.3711,2.5036,24.96,25.85,14,17.85,34.55,4.66,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.89228,3.76E-07,9.74E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.74E-06,0,0
1787,1786,61962.9,-7.4744,25.0291,95.5373,4.9479,6.3601,2.5035,24.95,25.86,14,17.85,34.55,5.08,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.89731,3.66E-07,9.48E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.48E-06,0,0
1788,1787,61962.9,-7.478,25.0305,95.5393,4.9471,6.3638,2.5035,24.98,25.86,14,17.85,34.56,4.66,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.89805,3.58E-07,9.28E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.28E-06,0,0
1789,1788,61962.9,-7.4809,25.0365,95.5345,4.9504,6.3649,2.504,25.01,25.87,14,17.85,34.56,4.68,100.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.89769,3.59E-07,9.29E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.29E-06,0,0
1790,1789,61962.9,-7.4827,25.0306,95.535,4.9468,6.3546,2.5036,25,25.93,14,17.85,34.58,4.73,100.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.88256,3.58E-07,9.26E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.26E-06,0,0
1791,1790,61962.9,-7.4815,25.0447,95.5357,4.9461,6.3647,2.5047,25,25.97,14,17.85,34.58,4.66,100.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.88886,3.53E-07,9.13E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.13E-06,0,0
1792,1791,61962.9,-7.4684,25.0438,95.5368,4.9525,6.3572,2.5041,24.98,25.92,14,17.85,34.58,4.66,100.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.90668,3.44E-07,8.92E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.92E-06,0,0
1793,1792,61962.9,-7.4612,25.043,95.5399,4.9462,6.3577,2.5036,24.98,25.92,14,17.85,34.58,4.66,100.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.92038,3.32E-07,8.62E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62E-06,0,0
1794,1793,61962.9,-7.4523,25.0448,95.539,4.9453,6.3612,2.5036,25.04,25.87,14,17.85,34.59,4.73,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.92424,3.26E-07,8.46E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.46E-06,0,0
1795,1794,61962.9,-7.4393,25.0405,95.5364,4.9529,6.3658,2.5031,24.96,25.87,14,17.85,34.6,4.66,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.93196,3.19E-07,8.27E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.27E-06,0,0
1796,1795,61962.9,-7.4236,25.031,95.5397,4.9436,6.3666,2.5033,24.97,25.86,14,17.85,34.6,4.85,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.93487,3.14E-07,8.15E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.15E-06,0,0
1797,1796,61962.9,-7.3994,25.0282,95.5369,4.9598,6.3579,2.5032,25.14,26.06,14,17.85,34.6,4.66,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.9348,3.19E-07,8.28E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.28E-06,0,0
1798,1797,61962.9,-7.3962,25.0308,95.5363,4.9535,6.3604,2.5039,25.06,25.99,14,17.85,34.6,4.68,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.93602,3.14E-07,8.15E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.15E-06,0,0
1799,1798,61962.9,-7.3971,25.0332,95.5362,4.9543,6.3599,2.5027,25,25.91,14,17.85,34.6,4.66,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.93915,3.00E-07,7.79E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.79E-06,0,0
1800,1799,61962.9,-7.3939,25.032,95.5349,4.9587,6.3733,2.5031,24.98,25.92,14,17.85,34.6,4.72,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.93766,2.89E-07,7.49E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49E-06,0,0
1801,1800,61962.9,-7.3957,25.0386,95.5359,4.9559,6.3666,2.5027,24.96,25.96,14,17.85,34.6,4.66,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.9297,2.81E-07,7.29E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.29E-06,0,0
1802,1801,61962.9,-7.3855,25.0358,95.5319,4.9669,6.3709,2.5025,24.96,25.9,14,17.85,34.6,4.96,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.89974,2.85E-07,7.38E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.38E-06,0,0
1803,1802,61962.9,-7.3777,25.0255,95.5353,4.9643,6.365,2.5033,24.98,25.89,14,17.85,34.6,4.66,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8803,2.89E-07,7.48E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.48E-06,0,0
1804,1803,61962.9,-7.3718,25.0338,95.5319,4.9609,6.3705,2.5034,24.99,25.86,14,17.85,34.6,4.66,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.86352,2.82E-07,7.29E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.29E-06,0,0
1805,1804,61962.9,-7.3735,25.0304,95.5323,4.9543,6.3696,2.5045,24.98,25.85,14,17.85,34.6,5.05,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.86942,2.76E-07,7.14E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14E-06,0,0
1806,1805,61962.9,-7.3709,25.0259,95.5335,4.959,6.3695,2.5054,25,25.85,14,17.85,34.6,4.66,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.88128,2.74E-07,7.08E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.08E-06,0,0
1807,1806,61962.9,-7.3645,25.0223,95.5317,4.9594,6.3737,2.5034,24.98,25.82,14,17.85,34.6,4.72,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.88078,2.77E-07,7.18E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.18E-06,0,0
1808,1807,61962.9,-7.3645,25.0381,95.5326,4.9691,6.3772,2.5036,24.93,25.85,14,17.85,34.6,4.66,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.89445,2.92E-07,7.56E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.56E-06,0,0
1809,1808,61962.9,-7.3499,25.0367,95.5316,4.9642,6.3841,2.5026,25.05,26.04,14,17.85,34.6,4.66,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.92163,2.98E-07,7.72E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.72E-06,0,0
1810,1809,61962.9,-7.3467,25.0554,95.5284,4.966,6.3709,2.5032,24.99,25.98,14,17.85,34.6,4.66,100.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.94505,2.96E-07,7.68E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.68E-06,0,0
1811,1810,61962.9,-7.3638,25.0471,95.533,4.9588,6.3746,2.5035,24.96,25.94,14,17.85,34.6,4.7,100.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.96864,2.94E-07,7.64E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.64E-06,0,0
1812,1811,61962.9,-7.371,25.0389,95.5356,4.9668,6.3706,2.5051,24.98,25.97,14,17.85,34.6,4.66,100.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.98333,2.92E-07,7.58E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.58E-06,0,0
1813,1812,61962.9,-7.3753,25.0432,95.5336,4.9649,6.3765,2.5017,24.98,25.94,14,17.85,34.6,4.66,100.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.99231,2.79E-07,7.26E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.26E-06,0,0
1814,1813,61962.9,-7.3716,25.0359,95.532,4.9632,6.3734,2.5014,25.13,26.06,14,17.85,34.59,4.66,100.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.99277,2.76E-07,7.17E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17E-06,0,0
1815,1814,61962.9,-7.362,25.0331,95.5318,4.9674,6.3742,2.5023,25.09,26,14,17.85,34.59,4.72,100.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.97871,2.89E-07,7.50E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.50E-06,0,0
1816,1815,61962.9,-7.3703,25.0341,95.5303,4.9727,6.3783,2.503,25.06,25.95,14,17.85,34.6,4.66,100.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.95242,2.93E-07,7.59E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.59E-06,0,0
1817,1816,61962.9,-7.3833,25.0356,95.5336,4.9707,6.3695,2.503,24.99,25.94,14,17.85,34.6,4.96,100.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.93431,2.86E-07,7.43E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43E-06,0,0
1818,1817,61962.9,-7.3861,25.0287,95.5307,4.9724,6.3761,2.5026,25.03,25.9,14,17.85,34.6,4.66,100.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.90836,2.74E-07,7.11E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11E-06,0,0
1819,1818,61962.9,-7.3917,25.029,95.5283,4.9664,6.3682,2.5029,25.01,25.9,14,17.85,34.6,4.66,100.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.88354,2.72E-07,7.03E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03E-06,0,0
1820,1819,61962.9,-7.3927,25.0273,95.5308,4.9691,6.3681,2.5033,25.01,25.86,14,17.85,34.6,5.04,100.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.86653,2.76E-07,7.15E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15E-06,0,0
1821,1820,61962.9,-7.3983,25.0314,95.5314,4.9676,6.365,2.5031,25.01,25.83,14,17.85,34.6,4.66,100.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.84851,2.87E-07,7.41E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41E-06,0,0
1822,1821,61962.9,-7.4047,25.0381,95.5329,4.9712,6.3677,2.5032,24.99,25.8,14,17.85,34.6,5.02,100.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.84756,2.99E-07,7.73E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.73E-06,0,0
1823,1822,61962.9,-7.4118,25.0307,95.531,4.962,6.365,2.5037,25.03,25.8,14,17.85,34.6,4.68,100.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.85012,3.00E-07,7.75E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75E-06,0,0
1824,1823,61962.9,-7.4135,25.0331,95.5306,4.9625,6.3676,2.503,24.99,25.86,14,17.85,34.6,5.02,100.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.84865,2.99E-07,7.72E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.72E-06,0,0
1825,1824,61962.9,-7.4213,25.0413,95.5325,4.9636,6.3712,2.5026,24.99,25.92,14,17.85,34.6,4.7,100.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.85418,3.00E-07,7.76E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.76E-06,0,0
1826,1825,61962.9,-7.4217,25.0382,95.5285,4.9589,6.3702,2.5032,24.96,25.9,14,17.85,34.6,5.08,100.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.84068,3.00E-07,7.76E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.76E-06,0,0
1827,1826,61962.9,-7.4253,25.0346,95.5328,4.9612,6.3687,2.503,24.98,25.87,14,17.85,34.6,4.66,100.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.85183,2.93E-07,7.57E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.57E-06,0,0
1828,1827,61962.9,-7.424,25.0376,95.5347,4.963,6.3707,2.5027,24.97,25.86,14,17.85,34.6,4.66,100.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.87451,3.05E-07,7.88E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.88E-06,0,0
1829,1828,61962.9,-7.4297,25.0411,95.5357,4.9637,6.3821,2.5028,24.91,25.86,14,17.85,34.6,4.72,100.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.90216,3.26E-07,8.45E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.45E-06,0,0
1830,1829,61962.9,-7.4326,25.0367,95.5319,4.9635,6.3766,2.5028,24.98,25.84,14,17.85,34.61,5.07,100.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.92025,3.20E-07,8.30E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.30E-06,0,0
1831,1830,61962.9,-7.4348,25.0377,95.5301,4.9637,6.3718,2.5035,24.99,25.89,14,17.85,34.61,4.66,100.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.93614,3.08E-07,7.98E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.98E-06,0,0
1832,1831,61962.9,-7.4282,25.0383,95.5334,4.9649,6.3648,2.5039,24.98,25.87,14,17.85,34.61,4.72,100.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.9515,3.01E-07,7.80E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.80E-06,0,0
1833,1832,61962.9,-7.4268,25.0364,95.5323,4.9639,6.3718,2.5032,25.15,26.14,14,17.85,34.61,5.02,100.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.94499,2.96E-07,7.69E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69E-06,0,0
1834,1833,61962.9,-7.4158,25.0317,95.533,4.9614,6.359,2.5031,25.1,26.06,14,17.85,34.61,4.68,100.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.94702,2.92E-07,7.57E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.57E-06,0,0
1835,1834,61962.9,-7.4251,25.0313,95.5347,4.954,6.3574,2.5038,25,25.99,14,17.85,34.61,4.66,100.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.95992,3.02E-07,7.83E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.83E-06,0,0
1836,1835,61962.9,-7.4392,25.0306,95.5332,4.9514,6.3612,2.5035,24.95,25.91,14,17.85,34.61,4.66,100.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.97231,3.07E-07,7.99E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.99E-06,0,0
1837,1836,61962.9,-7.4417,25.0291,95.5344,4.9549,6.3647,2.5033,24.94,25.92,14,17.85,34.61,5.04,100.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.972,3.00E-07,7.80E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.80E-06,0,0
1838,1837,61962.9,-7.445,25.0402,95.5349,4.9541,6.3607,2.5033,24.97,25.85,14,17.85,34.61,4.66,100.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.95779,3.00E-07,7.78E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.78E-06,0,0
1839,1838,61962.9,-7.4433,25.0474,95.5312,4.9567,6.3594,2.5033,24.97,25.8,14,17.85,34.61,4.83,100.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.94014,3.04E-07,7.90E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.90E-06,0,0
1840,1839,61962.9,-7.4455,25.0591,95.5333,4.9599,6.3661,2.5048,25.15,26.07,14,17.85,34.61,4.66,100.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.90718,3.05E-07,7.91E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.91E-06,0,0
1841,1840,61962.9,-7.4168,25.0502,95.531,4.9508,6.3714,2.5047,25.14,26.05,14,17.85,34.61,4.66,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.89722,3.03E-07,7.86E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.86E-06,0,0
1842,1841,61962.9,-7.4328,25.0406,95.5331,4.9526,6.3629,2.5042,25.11,25.92,14,17.85,34.61,4.66,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.89612,3.15E-07,8.16E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.16E-06,0,0
1843,1842,61962.9,-7.4413,25.037,95.5309,4.9503,6.3681,2.5036,25.02,25.83,14,17.85,34.61,5.04,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.89201,3.22E-07,8.34E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.34E-06,0,0
1844,1843,61962.9,-7.4489,25.0362,95.5306,4.9493,6.3678,2.5034,25.03,25.84,14,17.85,34.61,4.72,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.88614,3.13E-07,8.11E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.11E-06,0,0
1845,1844,61962.9,-7.4411,25.0372,95.531,4.948,6.3653,2.5023,24.93,25.84,14,17.85,34.61,4.66,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.87451,3.07E-07,7.93E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.93E-06,0,0
1846,1845,61962.9,-7.4312,25.028,95.5323,4.9608,6.3633,2.5029,24.95,25.81,14,17.85,34.61,4.73,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.86019,2.99E-07,7.74E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.74E-06,0,0
1847,1846,61962.9,-7.431,25.0285,95.5323,4.9568,6.3667,2.5034,24.96,25.84,14,17.85,34.61,4.66,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.81532,2.85E-07,7.36E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.36E-06,0,0
1848,1847,61962.9,-7.4286,25.026,95.5309,4.9464,6.3568,2.5027,24.97,25.91,14,17.85,34.61,4.66,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.82175,2.80E-07,7.24E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.24E-06,0,0
1849,1848,61962.9,-7.428,25.0286,95.5297,4.9455,6.3597,2.5022,24.98,25.85,14,17.85,34.61,4.66,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.85128,2.88E-07,7.46E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.46E-06,0,0
1850,1849,61962.9,-7.427,25.0362,95.5298,4.9456,6.3642,2.5027,24.98,25.87,14,17.85,34.61,4.85,100.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.88289,2.87E-07,7.42E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.42E-06,0,0
1851,1850,61962.9,-7.4256,25.0314,95.5307,4.9465,6.3631,2.5034,24.91,25.82,14,17.85,34.61,4.66,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.90417,2.89E-07,7.48E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.48E-06,0,0
1852,1851,61962.9,-7.4253,25.0413,95.5324,4.9408,6.3627,2.5018,24.95,25.89,14,17.85,34.61,4.68,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.9193,2.97E-07,7.69E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69E-06,0,0
1853,1852,61962.9,-7.4274,25.0361,95.5328,4.9403,6.3624,2.5014,24.96,25.84,14,17.85,34.61,4.66,100.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.9324,2.99E-07,7.75E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75E-06,0,0
1854,1853,61962.9,-7.4262,25.0317,95.5299,4.9441,6.3743,2.502,25.15,26.11,14,17.85,34.6,5.04,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.92215,2.98E-07,7.73E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.73E-06,0,0
1855,1854,61962.9,-7.4149,25.0335,95.5314,4.9457,6.3675,2.5033,25.08,26.02,14,17.82,34.59,4.66,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.91576,2.98E-07,7.73E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.73E-06,0,0
